hello! These are the shared franking evaluation results.
data taken from 1000 iterations for each parameter setting. Times are reported in ns.
msg_len, num_servers, send_mean, send_stddev, pis_mean, pis_stddev, p1_mean, p1_stddev, read_mean, read_stddev, verify_mean, verify_stddev
200,2,13681.000000,1663.525953,787.000000,145.207479,8212.000000,3457.768019,9662.000000,859.342838,7474.000000,695.041779,
200,3,15476.000000,816.279712,788.000000,146.949682,8449.000000,719.739051,12721.000000,839.761353,9016.000000,938.096676,
200,4,16669.000000,3225.365714,768.000000,110.668397,8593.000000,1284.800934,15742.000000,1954.169213,9398.000000,1261.201336,
200,5,17979.000000,2015.097474,777.000000,121.504967,8784.000000,1323.750824,18388.000000,1837.172759,10563.000000,4024.603460,
200,6,19254.000000,1355.107167,757.000000,57.516102,8796.000000,843.949048,21397.000000,3498.644027,11026.000000,816.624000,
200,7,20595.000000,1067.996354,761.000000,66.082653,8999.000000,777.402907,24011.000000,1190.404202,12242.000000,3064.600918,
200,8,22258.000000,2775.501328,775.000000,113.761773,9666.000000,5290.231581,27096.000000,1757.203752,12901.000000,2282.874651,
200,9,24053.000000,3833.087602,777.000000,104.572343,9707.000000,1467.163892,30738.000000,4081.601192,14056.000000,1854.835662,
200,10,25194.000000,4680.632351,770.000000,133.517426,9716.000000,1523.910969,33169.000000,2319.330359,14588.000000,950.234499,
220,2,13629.000000,1809.374750,815.000000,364.212459,8133.000000,814.104859,9886.000000,3972.254343,7722.000000,1215.580087,
220,3,15693.000000,2887.567324,826.000000,278.479376,8605.000000,1121.995410,13445.000000,6868.007382,9164.000000,1951.305374,
220,4,16737.000000,1856.388124,791.000000,171.911556,8432.000000,509.923279,15740.000000,1200.416479,9328.000000,1028.193321,
220,5,18133.000000,1595.743681,783.000000,231.230610,8664.000000,984.491968,18622.000000,3343.863334,10401.000000,977.710299,
220,6,19618.000000,1314.884068,786.000000,154.019349,8968.000000,3263.564967,21945.000000,3358.295775,11287.000000,3673.894344,
220,7,21191.000000,1320.308504,788.000000,187.185288,9116.000000,1116.636442,24744.000000,3574.310243,12365.000000,1626.729242,
220,8,22864.000000,4478.805124,783.000000,111.978306,9623.000000,2054.294755,27784.000000,2872.309138,12939.000000,1114.373240,
220,9,24867.000000,7425.140489,786.000000,118.172336,9605.000000,1417.697510,31084.000000,5079.117702,14192.000000,3091.832063,
220,10,26154.000000,5554.652470,796.000000,375.731530,9894.000000,1628.416230,34509.000000,6975.546255,14955.000000,2287.384906,
240,2,14282.000000,3345.794841,849.000000,476.679067,8393.000000,2612.994096,10341.000000,3371.086997,7915.000000,1487.570247,
240,3,16345.000000,4065.231398,822.000000,161.253068,8579.000000,1592.388938,13560.000000,2865.069570,9442.000000,1602.204822,
240,4,17148.000000,1803.923456,801.000000,114.761226,8594.000000,1364.574114,16396.000000,1929.040575,9628.000000,2539.198591,
240,5,18558.000000,2206.653187,801.000000,124.371166,8619.000000,664.657587,19067.000000,1169.469802,10699.000000,1237.758080,
240,6,20332.000000,3786.533782,797.000000,116.241572,8977.000000,2059.135732,22508.000000,1908.298964,11398.000000,909.715186,
240,7,21828.000000,3498.532394,806.000000,436.046703,9037.000000,1295.291830,25295.000000,4574.931970,12589.000000,1566.698587,
240,8,23428.000000,1266.138320,809.000000,279.543056,9622.000000,1862.570719,28581.000000,5359.059544,13325.000000,2582.156254,
240,9,25051.000000,2837.993412,796.000000,261.970622,9720.000000,6004.784788,31866.000000,4506.090765,14249.000000,1539.162041,
240,10,27040.000000,5675.524809,817.000000,342.269468,10081.000000,5443.812141,35512.000000,5604.155822,15153.000000,1634.427756,
260,2,13976.000000,1504.821923,786.000000,165.555006,8172.000000,1034.449627,10049.000000,920.506537,7761.000000,957.819394,
260,3,16360.000000,2616.076117,869.000000,1519.466867,8680.000000,1844.537742,13635.000000,4609.858781,9475.000000,4312.463384,
260,4,17464.000000,2013.020920,775.000000,176.053319,8684.000000,1515.712520,16582.000000,2370.091597,9456.000000,712.865222,
260,5,18946.000000,2173.709785,774.000000,144.812472,8743.000000,1314.596893,19570.000000,4247.652101,10785.000000,2125.566349,
260,6,20923.000000,3727.243897,792.000000,353.659750,9075.000000,1823.468010,23098.000000,6026.769485,11447.000000,2366.231308,
260,7,22230.000000,2601.985595,762.000000,85.282255,9012.000000,649.950603,25568.000000,3743.858406,12504.000000,2437.250999,
260,8,23727.000000,1528.126113,754.000000,70.747919,9389.000000,1301.210452,28546.000000,2671.929115,12962.000000,938.674291,
260,9,25305.000000,2743.698754,751.000000,54.313801,9371.000000,652.342681,31511.000000,1425.854543,13928.000000,1904.436648,
260,10,27268.000000,3208.564097,772.000000,251.239965,9871.000000,3915.589866,35083.000000,2748.886725,14817.000000,1032.999551,
280,2,14119.000000,1573.727696,846.000000,436.224513,8350.000000,4961.136022,10449.000000,3551.594821,7944.000000,1435.282943,
280,3,16257.000000,1847.644194,809.000000,116.830184,8498.000000,1066.960718,13588.000000,4170.219013,9200.000000,881.425671,
280,4,17555.000000,3255.953628,788.000000,95.191633,8485.000000,989.307256,16544.000000,1166.758796,9536.000000,1000.124720,
280,5,19425.000000,1726.565189,818.000000,717.530192,8861.000000,2045.062139,19927.000000,3596.420125,11019.000000,5859.619029,
280,6,21017.000000,1554.686300,800.000000,248.104706,8915.000000,1002.050121,23205.000000,3578.783111,11599.000000,6294.088687,
280,7,22556.000000,1278.792933,778.000000,48.068992,8959.000000,652.839076,25808.000000,1135.973986,12430.000000,1172.768725,
280,8,24131.000000,966.390525,780.000000,64.249568,9341.000000,1223.450033,29120.000000,1463.831922,13066.000000,759.526405,
280,9,25991.000000,1372.991292,781.000000,90.570718,9369.000000,774.347058,32304.000000,1923.862195,14089.000000,969.006627,
280,10,27747.000000,1724.069333,792.000000,247.913299,9667.000000,1705.791673,35718.000000,2297.657316,14920.000000,902.320052,
300,2,14707.000000,2032.765940,862.000000,206.768840,8386.000000,2577.818170,10804.000000,3152.799394,8224.000000,2634.439832,
300,3,16294.000000,3629.458270,813.000000,158.872949,8257.000000,729.179819,13591.000000,892.602019,9018.000000,1051.807573,
300,4,18277.000000,3580.376675,816.000000,231.875585,8561.000000,1172.165958,17248.000000,1699.865594,9882.000000,2901.215237,
300,5,19886.000000,1309.548080,804.000000,157.488736,8714.000000,656.907873,20261.000000,1203.668046,11059.000000,3767.608401,
300,6,21767.000000,2786.718827,801.000000,96.211709,8883.000000,475.177678,23802.000000,1685.487463,11717.000000,1232.903755,
300,7,23561.000000,2981.133438,797.000000,88.702227,9307.000000,4284.384508,26787.000000,1468.866732,12926.000000,2873.281575,
300,8,25268.000000,3505.188919,798.000000,117.027655,9427.000000,1354.468228,30044.000000,2109.601798,13424.000000,1037.670597,
300,9,27119.000000,3873.222027,790.000000,49.639561,9409.000000,646.641346,33379.000000,2268.841909,14393.000000,852.880172,
300,10,28834.000000,2573.069295,791.000000,48.002500,9593.000000,772.717645,36573.000000,1622.482449,15251.000000,936.797798,
320,2,14362.000000,890.186037,837.000000,21.928019,8087.000000,493.053128,10485.000000,772.368000,7962.000000,832.372132,
320,3,16234.000000,1310.990693,822.000000,142.395772,8185.000000,482.354876,13670.000000,946.194491,9048.000000,1485.667085,
320,4,18088.000000,1280.546937,812.000000,75.188363,8536.000000,1478.595090,17326.000000,4383.457816,9739.000000,765.797033,
320,5,19899.000000,1335.800233,810.000000,221.031597,8724.000000,1268.636573,20352.000000,901.539877,10896.000000,925.762568,
320,6,21899.000000,1431.112713,807.000000,76.004520,8876.000000,813.855368,24329.000000,3988.136085,11783.000000,1511.586260,
320,7,23897.000000,3994.213542,808.000000,95.250181,9318.000000,2965.091883,27582.000000,5835.340213,13026.000000,1955.636288,
320,8,25597.000000,1745.186404,822.000000,352.150843,9477.000000,1541.815488,30562.000000,3053.701668,13538.000000,2823.837837,
320,9,27410.000000,2081.892287,799.000000,55.498009,9413.000000,880.019726,33863.000000,1804.954502,14485.000000,986.240151,
320,10,29240.000000,1469.900188,803.000000,71.353374,9555.000000,711.357525,37500.000000,4751.403723,15418.000000,1803.837727,
340,2,14598.000000,1093.725183,839.000000,514.824139,8103.000000,612.475871,10545.000000,834.485568,7986.000000,1381.423865,
340,3,16584.000000,1317.154908,796.000000,37.677022,8331.000000,883.847758,14118.000000,4486.366666,9202.000000,3455.834967,
340,4,18724.000000,3281.405016,794.000000,132.067551,8666.000000,1400.630800,17648.000000,2493.144424,9841.000000,1585.469330,
340,5,20192.000000,1156.646519,784.000000,130.702020,8676.000000,900.505249,20672.000000,3121.807084,10854.000000,1145.332997,
340,6,22123.000000,1268.125393,789.000000,124.954848,8859.000000,1053.947940,24129.000000,1402.201031,11530.000000,1017.918120,
340,7,24232.000000,3572.742239,803.000000,404.951926,9085.000000,933.100061,27802.000000,8600.498948,12813.000000,1708.977582,
340,8,26445.000000,3615.483472,791.000000,86.073033,9781.000000,2116.460614,31397.000000,4382.306411,13622.000000,4519.421570,
340,9,28700.000000,6721.454570,787.000000,116.499622,10050.000000,4427.538020,35225.000000,5735.752500,14707.000000,3992.503868,
340,10,30842.000000,6845.088053,787.000000,81.919143,9985.000000,2057.802006,38731.000000,5378.230133,15451.000000,4054.864086,
360,2,15058.000000,1554.458972,911.000000,193.831324,8315.000000,2654.656065,11022.000000,1335.990111,8371.000000,2407.999355,
360,3,17613.000000,7128.333650,888.000000,540.983689,8574.000000,1626.965373,14896.000000,5755.822156,9608.000000,2370.099217,
360,4,18999.000000,1448.247392,825.000000,120.142844,8450.000000,973.983420,17992.000000,1431.928209,10001.000000,825.848337,
360,5,21083.000000,1701.036548,834.000000,206.274322,8763.000000,1252.508691,21478.000000,1567.919718,11392.000000,1971.169710,
360,6,23251.000000,4018.250566,843.000000,568.246806,8948.000000,1108.907224,25255.000000,3629.017310,11980.000000,1156.095246,
360,7,25676.000000,4867.175884,846.000000,283.937319,9249.000000,1093.465082,28955.000000,4589.500440,13493.000000,3378.487236,
360,8,27404.000000,2324.148527,834.000000,217.327168,9655.000000,1810.416423,32169.000000,5376.101889,14026.000000,2809.573897,
360,9,29607.000000,4847.724052,823.000000,116.498039,9736.000000,2439.029366,35730.000000,2713.041904,15194.000000,6536.532081,
360,10,31604.000000,5190.975033,817.000000,79.937338,9701.000000,1386.766750,39326.000000,3807.116749,15737.000000,2021.574719,
380,2,15233.000000,3642.910797,894.000000,299.573655,8294.000000,3148.646375,11175.000000,1630.333119,8273.000000,1254.976393,
380,3,17305.000000,3365.724039,860.000000,306.578057,8631.000000,4255.903595,14599.000000,1586.002112,9417.000000,1497.532361,
380,4,19594.000000,2225.390896,857.000000,149.915916,8925.000000,1287.641559,18897.000000,4479.888887,10407.000000,2090.526747,
380,5,21352.000000,1739.336005,851.000000,325.889288,8814.000000,1063.236348,22015.000000,6807.050122,11474.000000,4562.788427,
380,6,23640.000000,3018.473314,851.000000,280.765910,9011.000000,2026.982958,25554.000000,3005.807888,12158.000000,2403.619961,
380,7,25682.000000,3702.822453,852.000000,584.131711,9181.000000,1503.835791,28947.000000,4769.385639,13268.000000,1613.311683,
380,8,27694.000000,1531.123295,833.000000,93.499219,9693.000000,5624.073594,32714.000000,6796.144080,13843.000000,1202.370783,
380,9,30057.000000,4302.352302,828.000000,69.518163,9735.000000,6841.407169,36488.000000,4735.140039,15059.000000,1909.839245,
380,10,31992.000000,3451.470369,824.000000,63.101862,9699.000000,1997.985161,39511.000000,1947.754771,15742.000000,1362.372078,
400,2,14842.000000,1046.419495,872.000000,266.046082,8104.000000,662.541843,10955.000000,640.010264,8108.000000,748.721018,
400,3,17080.000000,1146.683878,847.000000,159.155883,8235.000000,906.556178,14436.000000,842.585976,9258.000000,1089.727712,
400,4,19496.000000,4952.712008,836.000000,122.989723,8494.000000,1049.037322,18346.000000,1830.471813,9959.000000,815.743934,
400,5,21396.000000,1298.024893,825.000000,63.255940,8640.000000,703.511227,21731.000000,1340.247544,11146.000000,992.401269,
400,6,23824.000000,1919.925640,838.000000,119.413839,8976.000000,1162.547299,26305.000000,7142.699789,12034.000000,1451.118999,
400,7,26074.000000,2836.624772,847.000000,292.345096,9203.000000,1309.841788,29416.000000,4988.239770,13311.000000,2207.918530,
400,8,28309.000000,3019.863713,832.000000,118.802731,9807.000000,4365.639792,33251.000000,6700.735461,13995.000000,3956.988917,
400,9,30396.000000,2037.443643,835.000000,222.611231,9609.000000,1531.709680,36855.000000,6881.658242,14929.000000,1160.678520,
400,10,32483.000000,1940.295653,848.000000,430.912376,9798.000000,1335.079283,40830.000000,7446.203843,15820.000000,1620.076695,
420,2,15064.000000,1581.166615,865.000000,208.542821,8096.000000,617.647159,11137.000000,872.228248,8217.000000,994.333384,
420,3,17844.000000,4528.116841,847.000000,117.557816,8748.000000,6450.922007,14992.000000,2406.590791,9523.000000,3037.841269,
420,4,19572.000000,1764.926090,828.000000,128.507829,8506.000000,785.799802,18571.000000,1615.977814,10052.000000,2722.163628,
420,5,21946.000000,3128.568245,831.000000,253.943173,8864.000000,1536.788488,22139.000000,1766.918768,11236.000000,1588.344751,
420,6,24206.000000,4650.461839,821.000000,75.291128,8972.000000,831.621986,26048.000000,1853.412723,11906.000000,993.185365,
420,7,26235.000000,1554.606453,814.000000,100.681026,9115.000000,1342.864069,29234.000000,1286.699448,13043.000000,1292.537649,
420,8,28546.000000,1360.135564,801.000000,66.066807,9538.000000,1372.284144,33068.000000,1743.060139,13670.000000,761.839324,
420,9,30765.000000,1340.898346,817.000000,158.593644,9452.000000,400.235307,36779.000000,1845.800491,14650.000000,830.308941,
420,10,33163.000000,2299.966671,817.000000,79.129533,9765.000000,1889.335237,41063.000000,5861.727951,15887.000000,6818.257642,
440,2,15520.000000,3928.398335,894.000000,170.524951,8233.000000,1600.906023,11474.000000,1573.957944,8546.000000,2763.039234,
440,3,17997.000000,2716.823450,906.000000,1149.686980,8543.000000,2223.890550,15240.000000,2013.810862,9625.000000,1422.034133,
440,4,20190.000000,3094.661056,851.000000,125.939747,8713.000000,4137.319037,19161.000000,2116.355432,10262.000000,843.269499,
440,5,22406.000000,1518.457514,844.000000,124.228600,8826.000000,4317.460467,22621.000000,3159.766068,11458.000000,1274.205466,
440,6,24827.000000,3831.271660,844.000000,141.627247,8851.000000,830.943558,26687.000000,4072.116623,12201.000000,1226.321179,
440,7,27523.000000,5639.544158,850.000000,134.911008,9224.000000,2030.892874,30490.000000,5763.286659,13643.000000,2316.720574,
440,8,29614.000000,3041.217300,846.000000,196.040213,9622.000000,2276.701355,34320.000000,6661.044809,14166.000000,1892.849809,
440,9,32056.000000,3075.049416,856.000000,279.510572,9755.000000,2085.221778,38363.000000,3300.089916,15252.000000,1416.059989,
440,10,34313.000000,2658.933599,843.000000,91.349105,9747.000000,1228.737258,42058.000000,4367.069043,16195.000000,1981.221440,
460,2,15382.000000,930.694839,883.000000,35.018210,8143.000000,702.350273,11658.000000,1378.903033,8341.000000,922.079148,
460,3,17959.000000,1988.118038,889.000000,261.690353,8337.000000,897.269058,15707.000000,4695.706332,9598.000000,1947.619443,
460,4,20190.000000,1028.615546,896.000000,813.618019,8649.000000,1764.207857,19856.000000,2788.165068,10386.000000,2583.031943,
460,5,22920.000000,3976.888014,868.000000,170.583865,8882.000000,2250.956727,23791.000000,3044.838802,11713.000000,3308.839828,
460,6,25195.000000,1938.400761,849.000000,89.611729,8921.000000,1130.191975,27610.000000,5050.429196,12319.000000,1322.635527,
460,7,27964.000000,2944.296485,865.000000,155.345534,9283.000000,2291.110357,31805.000000,5429.159689,13544.000000,2049.109826,
460,8,29931.000000,2019.153501,843.000000,87.666978,9500.000000,1469.871966,35256.000000,2050.803548,14070.000000,1179.964812,
460,9,32299.000000,1686.368405,846.000000,106.229803,9427.000000,858.627175,39309.000000,2372.581978,15059.000000,949.045184,
460,10,34739.000000,1534.065588,842.000000,72.182519,9588.000000,942.963132,43201.000000,2134.188892,15882.000000,745.478228,
480,2,15437.000000,1660.315145,871.000000,33.362674,8077.000000,777.454389,11478.000000,690.968010,8407.000000,814.961143,
480,3,17862.000000,1362.449177,855.000000,123.125330,8248.000000,804.383289,15282.000000,1084.065901,9477.000000,1082.042926,
480,4,20366.000000,2518.846286,846.000000,78.667299,8424.000000,545.748669,19415.000000,1358.972476,10216.000000,642.546225,
480,5,23017.000000,1743.189493,845.000000,92.898299,8784.000000,1164.648094,23361.000000,4124.184686,11549.000000,1439.300484,
480,6,25202.000000,889.489454,836.000000,62.428343,8888.000000,1054.108971,27340.000000,1906.021576,12289.000000,4483.262756,
480,7,28305.000000,4599.253883,856.000000,173.018155,9251.000000,2020.276426,31397.000000,4352.124872,13757.000000,3202.491683,
480,8,30641.000000,1779.150517,856.000000,82.284968,9799.000000,3537.796539,35547.000000,5517.377935,14365.000000,2243.625129,
480,9,33083.000000,2271.817588,841.000000,113.746121,9791.000000,5255.547367,39609.000000,7692.665659,15296.000000,1236.725926,
480,10,35896.000000,5741.950652,853.000000,163.538127,9983.000000,3454.229033,43567.000000,6053.946966,16235.000000,2109.093540,
500,2,15892.000000,1259.670081,909.000000,321.574125,8288.000000,1675.378507,12038.000000,3276.915358,8739.000000,2406.510136,
